DATA,PRECIPITACAO TOTAL,PRECIPITACAO MEDIA,PRESSAO ATMOSFERICA MEDIA,RADIACAO GLOBAL MEDIA,TEMPERATURA MINIMA,TEMPERATURA MAXIMA,TEMPERATURA MEDIA,PONTO DE ORVALHO MEDIA,UMIDADE RELATIVA DO AR MINIMA,UMIDADE RELATIVA DO AR MEDIA,VELOCIDADE DO VENTO MEDIA,QUANTIDADE FOCOS,OCORREU FOGO
2019-11-01,0.0,0.0,876.1041666666666,1026.15,18.1,31.6,24.16666666666667,10.727272727272728,8.0,32.416666666666664,1.679166666666667,0.0,False
2019-11-02,0.0,0.0,875.3708333333333,1107.5375000000001,19.7,30.4,24.46666666666667,11.609090909090908,10.0,34.166666666666664,1.8541666666666667,0.0,False
2019-11-03,0.8,0.03333333333333333,875.1541666666666,675.7083333333334,18.3,28.9,21.52916666666667,11.620000000000001,23.0,40.0,1.5999999999999996,0.0,False
2019-11-04,1.8,0.075,874.9333333333334,595.6666666666666,17.1,28.1,21.51666666666667,6.2875000000000005,7.0,27.77777777777778,1.116666666666667,0.0,False
2019-11-05,11.0,0.4583333333333333,875.7916666666666,530.6958333333334,17.5,28.0,21.195833333333336,-1.0599999999999996,10.0,20.4,0.7875000000000002,0.0,False
2019-11-06,2.8000000000000003,0.11666666666666668,876.0583333333333,870.5791666666668,18.4,28.7,22.129166666666666,13.25,27.0,44.25,1.3625,0.0,False
2019-11-07,0.0,0.0,874.9791666666665,779.6541666666667,18.4,28.3,22.454166666666666,13.1,21.0,45.0,1.5083333333333335,0.0,False
2019-11-08,0.0,0.0,873.5666666666667,1030.5666666666666,18.4,31.1,24.387499999999992,10.025,14.0,32.333333333333336,1.2958333333333336,0.0,False
2019-11-09,0.0,0.0,874.3416666666668,1058.6166666666666,17.2,29.9,23.654166666666665,11.245454545454544,17.0,36.81818181818182,1.8625,0.0,False
2019-11-10,0.0,0.0,875.2708333333334,865.8249999999999,17.4,31.0,22.458333333333332,11.725000000000001,13.0,44.0,1.3374999999999997,0.0,False
2019-11-11,0.0,0.0,874.5208333333334,864.0624999999999,18.1,31.1,24.708333333333332,10.76153846153846,26.0,34.0,1.5625,9.0,True
2019-11-12,0.0,0.0,873.6291666666665,1072.654166666667,18.8,32.1,25.658333333333335,11.036842105263158,26.0,38.68421052631579,1.8166666666666664,0.0,False
2019-11-13,0.0,0.0,874.6416666666664,1165.425,20.8,30.0,25.40833333333333,8.80952380952381,15.0,35.476190476190474,2.3458333333333337,73.0,True
2019-11-14,0.0,0.0,874.8874999999998,997.5916666666666,17.3,30.3,24.166666666666668,10.515384615384615,27.0,34.69230769230769,1.2625,70.0,True
