datahora;satelite;pais;estado;municipio;bioma;diasemchuva;precipitacao;riscofogo;latitude;longitude;frp
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.391.367;-4.722.397;
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.391.492;-4.721.848;
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.392.554;-4.722.746;
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.391.452;-4.722.203;
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.390.791;-4.722.345;
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.391.895;-4.722.843;
05/05/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.390.878;-4.722.131;
14/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.391.951;-4.720.772;
14/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.392.728;-4.718.411;
14/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.393.936;-4.718.914;
14/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.392.503;-4.719.135;
14/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.392.409;-4.720.848;
14/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.392.602;-4.719.378;
15/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.437.037;-4.765.435;
14/06/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-141.312;-4.729.408;
14/06/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.413.347;-4.730.209;
04/07/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.436.437;-4.758.964;
04/07/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.429.713;-4.771.954;
04/07/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.430.082;-4.771.989;
04/07/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.429.958;-4.772.864;
21/07/2012 04:20;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.415.569;-4.769.988;
21/07/2012 04:20;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.415.629;-476.962;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.424;-4.742.133;
25/07/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.262;-4.739.634;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-143.436;-4.769.389;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.771;-4.742.849;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.107;-4.742.414;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.253;-4.741.136;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.303;-4.740.696;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.734;-4.743.172;
24/07/2012 05:04;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.914;-4.742.128;
25/07/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.758;-4.747.091;
25/07/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-143.399;-4.770.873;
25/07/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.433.588;-4.770.808;
25/07/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.545;-473.941;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.416.621;-4.749.418;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.398.003;-47.401;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.791;-4.736.353;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.325;-4.736.369;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.732;-4.736.834;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.417.533;-4.749.504;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.418.048;-474.909;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.065;-4.737.317;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.398.298;-4.740.648;
28/07/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.162;-4.735.926;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.413.619;-4.746.593;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.399.234;-4.739.795;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.398.679;-4.740.715;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.769;-4.745.858;
28/07/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.416.999;-475.137;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.397.006;-4.737.751;
29/07/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-141.014;-4.735.379;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.397;-4.735.685;
29/07/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.449;-4.736.263;
28/07/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.567;-4.736.245;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.939;-4.737.513;
29/07/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.538;-473.684;
29/07/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.647;-4.734.722;
29/07/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.409.589;-4.735.234;
30/07/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.331;-4.736.182;
29/07/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.571;-473.762;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.397.204;-473.797;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.415.353;-4.747.926;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.413.561;-4.749.198;
28/07/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.987;-4.737.791;
27/07/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.674;-474.731;
28/07/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.863;-4.735.915;
28/07/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.415.896;-4.751.503;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-141.895;-4.748.639;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.543;-4.735.177;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.832;-473.562;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.418.777;-4.747.425;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.322;-4.733.837;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.419.239;-4.749.069;
31/07/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.381;-4.733.441;
01/08/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.420.101;-4.748.921;
01/08/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.431.779;-4.752.662;
01/08/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-143.171;-4.753.069;
02/08/2012 03:54;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.771;-4.732.639;
02/08/2012 03:54;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.523;-4.732.515;
05/07/2012 04:20;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.435.998;-4.757.647;
05/07/2012 04:20;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.436.489;-4.757.693;
05/07/2012 04:20;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.436.153;-4.757.635;
10/08/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.431.694;-4.760.372;
10/08/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.432.045;-4.760.808;
10/08/2012 04:45;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.432.092;-4.760.445;
13/08/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.305;-4.741.482;
14/08/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-142.337;-4.751.106;
14/08/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.423.227;-4.751.762;
13/08/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.424.205;-4.751.869;
14/08/2012 03:30;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.423.284;-4.750.975;
19/08/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.438.421;-4.768.086;
19/08/2012 05:16;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.437.745;-4.767.751;
19/08/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.400.427;-473.459;
19/08/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-143.779;-4.768.552;
19/08/2012 05:16;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.438.545;-4.767.798;
20/08/2012 04:57;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.438.667;-476.729;
21/08/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.438.367;-4.769.165;
23/08/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.433.246;-4.751.742;
23/08/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.433.175;-4.752.125;
23/08/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.433.106;-4.752.498;
23/08/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-143.259;-4.752.913;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.431.899;-475.544;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.431.982;-4.755.024;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.432.066;-4.754.605;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.432.172;-4.754.475;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.436.415;-4.777.643;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.432.083;-4.754.903;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.432.155;-4.754.159;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.431.813;-4.755.867;
27/08/2012 04:26;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.147;-4.741.663;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.271;-4.739.902;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.795;-4.739.476;
24/08/2012 03:42;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.431.996;-475.532;
28/08/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.933;-4.741.102;
28/08/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.553;-4.741.034;
29/08/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-141.569;-4.740.662;
28/08/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.173;-4.740.969;
29/08/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.661;-474.046;
28/08/2012 04:07;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.855;-4.741.541;
29/08/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.149;-4.740.343;
30/08/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.403.011;-47.381;
31/08/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.162;-4.737.018;
31/08/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-142.682;-4.788.102;
31/08/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.401.693;-4.736.677;
30/08/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.403.652;-4.738.452;
01/09/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.426.881;-4.787.569;
01/09/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.426.541;-478.751;
01/09/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.428.968;-4.740.124;
01/09/2012 04:32;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.429.026;-4.739.729;
04/09/2012 05:16;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.525;-4.735.342;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.401.507;-4.736.523;
04/09/2012 05:16;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.449;-4.735.473;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.544;-4.734.671;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.455;-4.735.104;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.401.591;-4.736.118;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-14.022;-4.736.335;
06/09/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.403.528;-473.584;
05/09/2012 04:57;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.439.686;-4.751.908;
08/09/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.938;-4.720.743;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.727;-4.735.342;
04/09/2012 03:36;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.208;-4.734.707;
06/09/2012 04:38;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.322;-473.533;
08/09/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-141.109;-4.720.648;
08/09/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.410.179;-4.720.211;
08/09/2012 04:01;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.643;-4.719.963;
05/09/2012 04:57;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.708;-4.735.744;
07/09/2012 04:19;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.403.934;-473.511;
05/09/2012 04:57;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.665;-4.736.091;
05/09/2012 04:57;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.401.802;-4.734.685;
12/09/2012 04:26;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.419.902;-4.766.706;
14/09/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.423.983;-4.761.095;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.413.837;-477.121;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.764;-4.735.942;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.759;-4.732.524;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.564;-4.733.294;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.015;-473.204;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.713;-4.736.412;
14/09/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.423.475;-4.760.926;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.312;-4.737.171;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.758;-473.676;
12/09/2012 04:26;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.008;-4.738.961;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.934;-4.735.937;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.647;-4.769.498;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.349;-4.752.092;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.415.167;-4.770.404;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.406.092;-4.751.222;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.552;-4.770.359;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.415.216;-4.769.963;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.491;-4.751.431;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.414.697;-4.769.037;
12/09/2012 04:26;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.421.397;-4.765.852;
12/09/2012 04:26;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.421.452;-4.765.495;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.407.287;-4.751.757;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.406.772;-4.750.739;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.474;-4.733.673;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.352;-4.736.365;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.413.975;-4.769.963;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.633;-4.732.194;
14/09/2012 03:48;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.406.555;-4.734.208;
15/09/2012 03:29;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.609;-4.733.194;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.406.146;-4.750.729;
15/09/2012 05:10;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-141.341;-4.769.452;
12/09/2012 04:26;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.419.958;-4.766.349;
16/09/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.814;-4.736.622;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.399.341;-4.750.667;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.401.614;-4.749.661;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.019;-4.747.274;
16/09/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.411.701;-4.752.467;
16/09/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.405.949;-4.735.588;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.401.669;-4.747.202;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.397.967;-4.745.844;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.399.572;-4.750.985;
16/09/2012 04:51;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.408.585;-473.698;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.399.361;-4.750.093;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.402.398;-4.751.463;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.400.774;-4.752.465;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.042;-4.752.407;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-140.183;-4.750.527;
18/09/2012 04:13;NPP-375D;Brasil;GOIAS;ALTO PARAISO DE GOIAS;Cerrado;;;;-1.399.479;-4.749.838;
